Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,participant_id,posture
4.28,4.26,5.1,4.93,5.51,6.79,3.61,4.16,0.0,4.78,3.67,4.56,3.84,01,leaning-forward
4.21,4.11,5.34,5.01,5.59,6.89,3.63,4.16,0.03,4.78,3.66,4.56,3.86,01,leaning-forward
4.3,4.1,5.3,4.95,5.51,6.79,3.64,4.19,0.03,4.86,3.67,4.61,3.84,01,leaning-forward
4.24,4.14,5.3,4.99,5.47,6.54,3.58,4.1,0.0,4.75,3.64,4.56,3.78,01,leaning-forward
4.32,4.11,5.44,4.86,5.47,6.84,3.63,4.07,0.03,4.86,3.7,4.56,3.8,01,leaning-forward
4.26,4.1,5.24,4.89,5.47,6.79,3.64,4.03,0.01,4.75,3.64,4.61,3.74,01,leaning-forward
4.3,4.07,5.24,4.89,5.47,6.79,3.63,4.11,0.01,4.84,3.74,4.59,3.81,01,leaning-forward
4.3,4.11,5.26,4.93,5.47,6.79,3.59,4.14,0.01,4.78,3.64,4.53,3.86,01,leaning-forward
4.21,4.01,5.3,4.86,5.44,6.69,3.59,4.1,0.01,4.84,3.66,4.56,3.8,01,leaning-forward
4.28,4.1,5.24,4.8,5.38,6.64,3.67,4.19,0.01,4.8,3.67,4.64,3.84,01,leaning-forward
4.38,4.14,5.3,4.95,5.55,7.0,3.64,4.16,0.0,4.89,3.67,4.24,3.58,01,leaning-forward
4.32,4.03,5.2,4.93,5.47,6.64,3.58,4.07,0.0,4.75,3.66,4.64,3.84,01,leaning-forward
4.32,4.1,5.26,4.89,5.47,6.79,3.64,4.14,0.0,4.8,3.63,4.61,3.84,01,leaning-forward
4.35,4.19,5.26,5.01,5.63,6.94,3.74,4.14,0.01,4.84,3.66,4.69,3.9,01,leaning-forward
4.28,4.05,5.18,4.93,5.44,6.89,3.63,4.16,0.01,4.84,3.74,4.66,3.84,01,leaning-forward
4.38,4.14,5.24,5.01,5.47,6.69,3.59,4.11,0.01,4.78,3.67,4.61,3.84,01,leaning-forward
4.28,4.07,5.34,5.01,5.66,6.94,3.67,4.16,0.01,4.86,3.76,4.72,3.92,01,leaning-forward
4.32,4.07,5.26,5.14,5.59,6.84,3.66,4.11,0.01,4.89,3.64,4.61,3.86,01,leaning-forward
4.3,3.94,5.14,4.99,5.4,6.69,3.59,4.07,0.01,4.84,3.7,4.61,3.88,01,leaning-forward
4.32,4.05,5.24,5.14,5.59,6.89,3.66,4.14,0.0,4.75,3.7,4.61,3.84,01,leaning-forward
4.3,4.03,5.07,4.95,5.4,6.79,3.59,4.1,0.01,4.86,3.67,4.66,3.86,01,leaning-forward
4.28,4.01,5.18,5.05,5.51,6.94,3.72,4.05,0.0,4.84,3.74,4.64,3.84,01,leaning-forward
4.35,4.03,5.3,5.05,5.59,6.89,3.63,4.11,0.01,4.8,3.66,4.64,3.88,01,leaning-forward
4.38,4.07,5.24,5.05,5.44,6.94,3.64,4.16,0.01,4.84,3.66,4.66,3.88,01,leaning-forward
4.35,4.11,5.14,5.07,5.55,7.0,3.67,4.14,0.0,4.78,3.74,4.66,3.92,01,leaning-forward
4.3,4.05,5.26,5.01,5.59,6.84,3.64,4.19,0.01,4.89,3.66,4.64,3.88,01,leaning-forward
4.28,4.03,5.14,5.01,5.47,6.74,3.59,4.1,0.01,4.8,3.74,4.69,3.86,01,leaning-forward
4.35,4.11,5.26,4.99,5.47,6.64,3.64,4.14,0.0,4.86,3.7,4.69,3.88,01,leaning-forward
4.32,4.1,5.05,4.86,5.34,6.79,3.59,4.1,0.0,4.86,3.7,4.61,3.84,01,leaning-forward
4.28,4.03,5.2,4.99,5.44,6.74,3.63,4.16,0.03,4.8,3.67,4.61,3.88,01,leaning-forward
4.43,4.1,5.34,4.95,5.59,6.84,3.67,4.16,0.0,4.99,3.72,4.19,3.81,01,leaning-forward
4.3,4.03,5.24,4.84,5.38,6.64,3.64,4.11,0.0,4.78,3.67,4.61,3.86,01,leaning-forward
4.35,4.05,5.26,4.84,5.51,6.89,3.66,4.19,0.03,4.95,3.72,4.69,3.9,01,leaning-forward
4.3,4.05,5.2,4.93,5.44,6.94,3.66,4.24,0.03,4.78,3.66,4.64,3.88,01,leaning-forward
4.3,4.01,5.2,4.8,5.4,6.74,3.59,4.11,0.01,4.8,3.7,4.66,3.94,01,leaning-forward
4.32,4.07,5.38,4.99,5.3,6.64,3.64,4.21,0.03,4.84,3.7,4.61,3.9,01,leaning-forward
4.3,4.07,4.89,4.95,5.55,6.74,3.64,4.19,0.0,4.84,3.67,4.61,3.84,01,leaning-forward
4.32,4.07,5.4,5.01,5.55,6.94,3.72,4.16,0.01,4.86,3.66,4.61,3.99,01,leaning-forward
4.26,4.07,5.34,4.78,5.34,6.69,3.59,4.1,0.0,4.8,3.67,4.61,3.92,01,leaning-forward
4.4,4.16,5.2,4.99,5.44,6.84,3.63,4.11,0.0,4.75,3.72,4.64,3.88,01,leaning-forward
4.32,4.03,5.4,4.95,5.47,6.89,3.63,4.16,0.01,4.84,3.67,4.61,3.9,01,leaning-forward
4.28,4.03,5.2,4.89,5.44,6.74,3.63,4.05,0.03,4.8,3.72,4.66,3.94,01,leaning-forward
4.3,4.14,5.1,4.86,5.38,6.64,3.63,4.11,0.01,4.84,3.72,4.72,3.94,01,leaning-forward
4.38,4.05,5.14,4.93,5.44,6.79,3.55,4.01,0.03,4.78,3.7,4.64,3.86,01,leaning-forward
4.3,4.11,5.24,5.01,5.51,6.79,3.63,4.16,0.01,4.89,3.7,4.72,3.81,01,leaning-forward
4.45,4.14,5.24,4.95,5.51,6.79,3.64,4.1,0.0,4.8,3.72,4.69,3.92,01,leaning-forward
4.3,4.05,5.2,4.99,5.51,6.74,3.58,4.1,0.0,4.8,3.67,4.66,3.88,01,leaning-forward
4.35,4.14,5.24,5.05,5.47,6.94,3.7,4.24,0.03,4.84,3.67,4.66,3.86,01,leaning-forward
4.32,4.01,5.3,5.05,5.63,6.89,3.7,4.14,0.01,4.84,3.66,4.66,3.92,01,leaning-forward
4.26,4.05,5.24,4.99,5.51,6.89,3.76,4.19,0.03,4.84,3.72,4.69,3.86,01,leaning-forward
4.3,4.1,5.3,4.93,5.47,6.79,3.67,3.92,0.01,4.86,3.7,4.66,3.86,01,leaning-forward
4.3,4.05,5.2,4.99,5.47,6.69,3.54,4.03,0.0,4.78,3.64,4.61,3.86,01,leaning-forward
4.38,4.1,5.34,5.1,5.63,6.74,3.7,4.19,0.03,4.89,3.72,4.78,3.96,01,leaning-forward
4.4,4.1,5.26,5.05,5.51,6.79,3.66,4.1,0.03,4.89,3.74,4.64,3.88,01,leaning-forward
4.45,4.03,5.24,4.89,5.47,6.79,3.61,4.11,0.01,4.86,3.76,4.75,3.88,01,leaning-forward
4.47,4.07,5.3,5.01,5.59,6.84,3.63,4.16,0.01,4.84,3.74,4.66,3.9,01,leaning-forward
4.5,4.16,5.26,5.05,5.59,6.69,3.61,4.11,0.01,4.86,3.72,4.53,3.9,01,leaning-forward
4.4,4.07,5.24,4.99,5.55,6.74,3.64,4.16,0.01,4.8,3.7,4.66,3.88,01,leaning-forward
4.5,4.19,5.2,5.01,5.51,6.79,3.64,4.19,0.01,4.84,3.72,4.66,3.81,01,leaning-forward
4.38,4.11,5.3,5.05,5.44,6.84,3.58,4.14,0.0,4.8,3.7,4.66,3.88,01,leaning-forward
4.38,4.1,5.3,5.14,5.47,6.84,3.66,4.19,0.01,4.8,3.7,4.64,3.88,01,leaning-forward
4.4,4.1,5.24,5.07,5.63,6.69,3.63,4.19,0.0,4.69,3.7,4.66,3.86,01,leaning-forward
4.32,4.1,5.24,4.93,5.44,6.79,3.61,4.14,0.0,4.84,3.74,4.66,3.9,01,leaning-forward
4.43,4.14,5.3,5.18,5.66,6.94,3.72,4.21,0.03,4.84,3.74,4.66,3.9,01,leaning-forward
4.45,4.1,5.26,4.84,5.38,6.79,3.64,4.11,0.0,4.84,3.78,4.61,3.84,01,leaning-forward
4.38,4.11,5.3,5.07,5.55,6.94,3.67,4.21,0.01,4.89,3.72,4.69,3.9,01,leaning-forward
4.38,4.1,5.34,5.2,5.63,6.84,3.64,4.21,0.03,4.95,3.72,4.75,3.81,01,leaning-forward
4.4,4.07,5.44,5.1,5.69,7.0,3.67,4.21,0.01,4.86,3.76,4.75,3.92,01,leaning-forward
4.43,4.14,5.18,5.1,5.51,6.79,3.61,4.16,0.01,4.89,3.76,4.72,3.9,01,leaning-forward
4.43,4.14,5.26,5.05,5.59,6.84,3.67,4.24,0.03,4.93,3.8,4.75,3.92,01,leaning-forward
4.32,4.11,5.26,5.05,5.55,6.84,3.64,4.16,0.01,4.84,3.74,4.61,3.99,01,leaning-forward
4.4,4.14,5.34,5.1,5.69,6.94,3.7,4.11,0.01,4.93,3.78,4.78,3.96,01,leaning-forward
4.38,4.14,5.34,5.07,5.51,6.79,3.59,4.14,0.0,4.78,3.67,4.64,3.86,01,leaning-forward
4.35,4.05,5.18,4.95,5.47,6.79,3.61,4.14,0.0,4.86,3.74,4.66,3.9,01,leaning-forward
4.5,4.07,5.3,4.99,5.55,6.84,3.66,4.24,0.01,4.8,3.7,4.72,3.88,01,leaning-forward
4.4,4.03,5.2,5.01,5.47,6.74,3.59,4.11,0.0,4.8,3.74,4.72,3.96,01,leaning-forward
4.47,4.16,5.2,5.18,5.66,6.84,3.67,4.14,0.01,4.84,3.7,4.66,3.9,01,leaning-forward
4.28,4.16,5.24,5.18,5.69,6.89,3.72,4.16,0.01,4.89,3.74,4.75,3.92,01,leaning-forward
4.28,4.01,5.2,4.95,5.47,6.84,3.66,4.19,0.01,4.84,3.76,4.75,3.96,01,leaning-forward
4.43,4.03,5.14,4.86,5.63,6.94,3.7,4.21,0.01,4.86,3.72,4.78,3.92,01,leaning-forward
4.4,4.14,5.26,4.95,5.51,6.84,3.59,4.11,0.0,4.72,3.67,4.64,3.86,01,leaning-forward
4.78,4.35,5.34,2.61,2.89,3.55,2.03,4.19,0.0,3.5,4.3,5.26,4.05,01,leaning-left
4.78,4.32,5.3,2.61,2.9,3.59,2.01,4.1,0.0,3.45,4.35,5.18,4.05,01,leaning-left
4.66,4.28,5.14,2.59,2.85,3.51,2.0,4.11,0.01,3.41,4.32,5.07,4.03,01,leaning-left
4.5,4.1,4.93,2.51,2.81,3.4,1.96,3.94,0.0,3.33,4.07,4.84,3.81,01,leaning-left
5.18,4.59,5.69,2.74,3.06,3.74,2.13,4.4,0.0,3.64,4.64,5.59,4.28,01,leaning-left
5.18,4.66,5.66,2.71,3.04,3.76,2.15,4.43,0.0,3.67,4.66,5.63,4.3,01,leaning-left
4.72,4.28,5.1,2.59,2.85,3.47,2.03,4.03,0.0,3.38,4.24,5.07,3.96,01,leaning-left
4.72,4.28,5.14,2.61,2.92,3.55,2.04,4.21,0.0,3.58,4.56,5.44,4.21,01,leaning-left
5.3,4.75,5.74,2.76,3.1,3.8,2.15,4.38,0.0,3.64,4.66,5.66,4.38,01,leaning-left
4.8,4.66,5.81,2.78,3.11,3.8,2.14,4.3,0.0,3.64,4.69,5.66,4.32,01,leaning-left
5.24,4.72,5.63,2.76,3.06,3.81,2.15,4.35,0.0,3.64,4.61,5.59,4.3,01,leaning-left
5.26,4.75,5.74,2.75,3.13,3.81,2.15,4.35,0.0,3.66,4.61,5.63,4.3,01,leaning-left
4.78,4.38,5.24,2.66,2.94,3.55,2.05,4.07,0.0,3.4,4.26,5.14,4.14,01,leaning-left
5.1,4.66,5.63,2.8,3.08,3.8,2.11,4.26,0.0,3.58,4.5,5.47,4.28,01,leaning-left
5.07,4.61,4.72,2.4,2.92,3.59,2.09,4.19,0.0,3.59,4.47,5.44,4.24,01,leaning-left
5.24,4.66,5.59,2.79,3.1,3.84,2.11,4.28,0.0,3.61,4.56,5.59,4.3,01,leaning-left
5.26,4.72,5.69,2.81,3.13,3.92,2.15,4.3,0.0,3.1,4.47,5.63,4.35,01,leaning-left
5.24,4.64,5.63,2.8,3.1,3.84,2.13,4.32,0.0,3.64,4.56,5.51,4.28,01,leaning-left
5.26,4.72,5.69,2.83,3.13,3.86,2.14,4.32,0.0,3.67,4.59,5.69,4.38,01,leaning-left
5.2,4.64,5.63,2.84,3.08,3.84,2.13,4.3,0.0,3.64,4.53,5.51,4.3,01,leaning-left
5.1,4.56,5.51,2.79,3.08,3.78,2.13,4.26,0.0,3.59,4.47,5.44,4.24,01,leaning-left
5.05,4.59,5.51,2.75,3.06,3.81,2.13,4.3,0.0,3.63,4.47,5.47,4.26,01,leaning-left
5.05,4.56,5.51,2.78,3.06,3.81,2.13,4.24,0.0,3.59,4.5,5.47,4.24,01,leaning-left
5.07,4.59,5.44,2.76,3.04,3.76,2.09,4.19,0.0,3.55,4.45,5.4,4.21,01,leaning-left
5.18,4.66,5.63,2.84,3.08,3.8,2.13,4.26,0.0,3.59,4.5,5.44,4.28,01,leaning-left
4.99,4.56,5.4,2.75,3.05,3.74,2.14,4.14,0.0,3.51,4.35,5.3,4.16,01,leaning-left
5.07,4.59,5.51,2.8,3.08,3.78,2.14,4.26,0.0,3.54,4.43,5.38,4.21,01,leaning-left
5.14,4.64,5.55,2.8,3.1,3.81,2.16,4.21,0.0,3.55,4.45,5.4,4.26,01,leaning-left
5.14,4.61,5.59,2.83,3.04,3.8,2.14,4.21,0.0,3.55,4.47,5.38,4.24,01,leaning-left
5.26,4.72,5.66,2.84,3.13,3.88,2.16,4.32,0.0,3.63,4.53,5.51,4.32,01,leaning-left
5.2,4.69,5.59,2.83,3.17,3.92,2.21,4.26,0.0,3.67,4.45,5.44,4.26,01,leaning-left
5.1,4.61,5.47,2.81,3.2,4.01,2.24,4.07,0.0,3.67,4.38,5.38,4.26,01,leaning-left
5.01,4.56,5.51,2.84,3.2,3.94,2.22,3.92,0.0,3.63,4.28,5.2,4.21,01,leaning-left
5.24,4.72,5.59,2.88,3.25,3.99,2.26,3.9,0.0,3.63,4.21,5.05,4.07,01,leaning-left
5.34,4.78,5.78,2.88,3.25,3.99,2.26,3.96,0.0,3.63,4.28,5.18,4.01,01,leaning-left
5.3,4.78,5.69,2.88,3.25,3.96,2.24,3.92,0.0,3.61,4.24,5.07,3.94,01,leaning-left
5.24,4.72,5.63,2.88,3.25,3.96,2.22,4.01,0.0,3.61,4.26,5.14,3.99,01,leaning-left
5.47,4.89,5.89,2.89,3.25,3.99,2.26,4.3,0.0,3.76,4.59,5.59,4.3,01,leaning-left
5.47,4.8,5.89,2.91,3.25,4.01,2.25,4.35,0.0,3.67,4.56,5.55,4.26,01,leaning-left
5.47,4.86,5.85,2.92,3.21,3.96,2.26,4.35,0.0,3.72,4.56,5.55,4.28,01,leaning-left
5.34,4.78,5.85,2.92,3.31,4.05,2.26,4.24,0.0,3.7,4.53,5.4,4.19,01,leaning-left
5.59,4.95,6.01,2.95,3.33,4.05,2.31,4.32,0.01,3.7,4.56,5.38,4.11,01,leaning-left
5.47,4.8,5.89,2.65,3.21,3.99,2.29,4.21,0.0,3.63,4.4,5.2,4.03,01,leaning-left
5.66,5.01,5.97,2.95,3.31,4.1,2.3,4.35,0.0,3.17,4.45,4.66,3.47,01,leaning-left
5.51,4.89,5.93,2.95,3.3,4.01,2.29,4.32,0.0,3.63,4.56,5.26,4.1,01,leaning-left
5.44,4.78,5.81,2.94,3.26,3.96,2.26,4.32,0.0,3.55,4.45,5.14,4.03,01,leaning-left
5.51,4.8,5.89,2.92,3.26,3.99,2.28,4.32,0.0,3.64,4.5,5.2,4.05,01,leaning-left
5.66,4.95,6.01,2.97,3.33,4.05,2.31,4.43,0.0,3.67,4.61,5.3,4.11,01,leaning-left
5.51,4.89,5.89,2.92,3.31,3.94,2.26,4.32,0.0,3.64,4.5,5.2,4.07,01,leaning-left
5.55,4.84,5.89,2.91,3.28,4.01,2.29,4.26,0.01,3.63,4.5,5.18,4.05,01,leaning-left
5.51,4.8,5.78,2.89,3.24,3.9,2.26,4.26,0.01,3.58,4.43,5.1,4.01,01,leaning-left
5.4,4.78,5.78,2.84,3.24,3.88,2.26,4.26,0.0,3.59,4.43,5.1,4.01,01,leaning-left
5.51,4.8,5.81,2.88,3.24,3.86,2.25,4.24,0.0,3.59,4.43,5.07,3.96,01,leaning-left
5.38,4.72,5.74,2.89,3.24,3.86,2.24,4.24,0.0,3.54,4.35,5.05,3.92,01,leaning-left
5.47,4.78,5.81,2.89,3.24,3.88,2.25,4.26,0.0,3.59,4.4,5.05,4.01,01,leaning-left
5.47,4.84,5.85,2.92,3.25,3.92,2.26,4.35,0.0,3.63,4.5,5.18,4.05,01,leaning-left
5.55,4.78,5.89,2.9,3.25,3.92,2.28,4.38,0.01,3.63,4.47,5.14,4.05,01,leaning-left
5.55,4.84,5.81,2.92,3.28,3.96,2.26,4.35,0.0,3.61,4.47,5.14,4.05,01,leaning-left
5.63,4.93,5.93,2.7,3.3,3.8,2.3,4.4,0.0,3.64,4.56,5.26,3.42,01,leaning-left
5.51,4.93,5.74,2.67,3.14,3.92,2.28,4.35,0.0,3.61,4.47,5.2,4.03,01,leaning-left
5.59,4.89,5.89,2.94,3.31,3.9,2.26,4.38,0.0,3.59,4.53,5.2,4.03,01,leaning-left
5.63,4.95,5.93,2.97,3.33,3.99,2.3,4.38,0.0,3.64,4.53,5.24,4.1,01,leaning-left
5.69,4.95,6.01,3.01,3.35,4.03,2.31,4.45,0.0,3.67,4.61,5.34,4.1,01,leaning-left
5.63,4.8,5.85,2.99,3.31,3.96,2.06,4.3,0.0,3.59,4.5,5.14,4.07,01,leaning-left
5.69,4.95,6.05,3.03,3.31,4.05,2.3,4.43,0.0,3.64,4.56,5.2,4.05,01,leaning-left
5.55,4.86,5.85,2.96,3.3,3.96,2.26,4.38,0.0,3.63,4.5,5.1,4.03,01,leaning-left
5.55,4.84,5.89,2.96,3.33,4.01,2.28,4.38,0.0,3.64,4.5,5.2,4.07,01,leaning-left
5.69,4.93,5.89,2.99,3.35,4.01,2.28,4.38,0.0,3.64,4.5,5.18,4.07,01,leaning-left
5.66,4.89,5.93,2.99,3.33,4.01,2.31,4.4,0.0,3.64,4.56,5.18,4.07,01,leaning-left
5.66,4.93,5.89,2.97,3.31,4.01,2.29,4.38,0.0,3.66,4.56,5.18,4.07,01,leaning-left
5.55,4.86,5.89,2.97,3.31,4.01,2.28,4.35,0.0,3.64,4.47,5.14,4.03,01,leaning-left
5.47,4.86,5.85,2.96,3.3,3.99,2.29,4.32,0.0,3.61,4.43,5.07,4.01,01,leaning-left
4.86,4.69,5.81,2.89,3.33,3.99,2.29,4.38,0.0,3.66,4.47,5.18,4.1,01,leaning-left
5.66,4.89,5.93,3.03,3.33,4.01,2.3,4.38,0.0,3.67,4.5,5.18,4.05,01,leaning-left
5.63,4.89,5.93,3.01,3.33,4.01,2.29,4.38,0.0,3.64,4.5,5.18,4.05,01,leaning-left
5.66,4.99,6.05,3.04,3.33,4.03,2.3,4.5,0.0,3.67,4.5,5.2,4.11,01,leaning-left
5.66,4.95,6.01,2.99,3.3,4.03,2.3,4.47,0.0,3.66,4.53,5.14,4.07,01,leaning-left
5.66,4.95,5.97,3.03,3.35,4.03,2.3,4.5,0.0,3.66,4.59,5.18,4.07,01,leaning-left
5.66,4.95,6.01,3.01,3.36,4.03,2.3,4.45,0.0,3.66,4.53,5.14,4.07,01,leaning-left
5.69,4.95,6.05,3.04,3.3,3.94,2.29,4.47,0.0,3.66,4.5,5.18,4.05,01,leaning-left
5.66,4.95,6.01,3.01,3.33,4.03,2.3,4.53,0.0,3.64,4.56,5.18,4.07,01,leaning-left
5.74,5.01,5.97,3.01,3.33,4.03,2.3,4.47,0.0,3.66,4.59,5.05,4.03,01,leaning-left
5.66,4.99,6.01,3.01,3.26,3.92,2.3,4.53,0.0,3.63,4.56,5.07,4.05,01,leaning-left
5.78,5.01,5.97,2.99,3.31,3.96,2.29,4.47,0.0,3.63,4.61,5.1,4.07,01,leaning-left
5.69,4.99,6.01,3.01,3.31,3.94,2.28,4.5,0.0,3.58,4.5,5.05,4.03,01,leaning-left
5.74,4.99,6.1,3.03,3.33,3.99,2.3,4.47,0.0,3.61,4.53,5.01,4.01,01,leaning-left
5.59,4.93,5.97,2.97,3.31,3.99,2.31,4.47,0.0,3.59,4.47,4.95,4.01,01,leaning-left
5.55,4.93,5.97,2.97,3.31,3.96,2.29,4.45,0.0,3.63,4.47,5.01,3.96,01,leaning-left
5.63,4.93,5.97,2.99,3.3,3.92,2.3,4.47,0.0,3.58,4.5,5.07,4.01,01,leaning-left
5.69,4.93,6.14,3.05,3.38,4.01,2.3,4.53,0.0,3.66,4.61,5.18,4.07,01,leaning-left
5.69,4.99,6.14,3.06,3.33,4.03,2.33,4.53,0.0,3.64,4.59,5.18,4.1,01,leaning-left
5.69,4.99,6.05,3.03,3.38,4.01,2.31,4.5,0.0,3.66,4.59,5.07,4.1,01,leaning-left
5.63,4.99,6.01,3.03,3.33,3.99,2.3,4.47,0.0,3.63,4.5,5.18,4.03,01,leaning-left
5.69,5.01,6.1,3.04,3.35,4.03,2.3,4.5,0.0,3.67,4.59,5.2,4.07,01,leaning-left
5.66,4.95,6.05,3.03,3.38,4.03,2.33,4.5,0.0,3.66,4.56,5.2,4.1,01,leaning-left
5.66,4.93,6.1,3.01,3.35,4.05,2.33,4.5,0.0,3.7,4.53,5.18,4.07,01,leaning-left
5.74,5.01,5.97,3.01,3.38,4.11,2.31,4.56,0.0,3.67,4.56,5.2,4.07,01,leaning-left
5.78,5.05,5.89,3.03,3.35,4.05,2.31,4.53,0.0,3.7,4.53,5.14,4.07,01,leaning-left
5.74,4.99,6.01,3.01,3.41,4.01,2.31,4.56,0.0,3.67,4.5,5.14,4.03,01,leaning-left
5.59,4.95,5.97,3.01,3.35,4.03,2.31,4.5,0.0,3.64,4.56,5.1,4.07,01,leaning-left
5.66,4.95,5.97,3.01,3.35,4.01,2.33,4.47,0.0,3.66,4.53,5.05,4.03,01,leaning-left
5.69,4.95,6.01,3.04,3.3,4.01,2.34,4.53,0.0,3.67,4.56,5.1,4.05,01,leaning-left
5.74,4.99,6.05,3.04,3.38,4.05,2.31,4.53,0.0,3.67,4.56,5.07,4.03,01,leaning-left
5.66,4.99,6.05,3.04,3.31,3.99,2.3,4.5,0.0,3.64,4.53,5.07,4.03,01,leaning-left
5.66,4.99,6.01,2.99,3.3,4.01,2.3,4.5,0.0,3.64,4.53,5.1,4.05,01,leaning-left
5.66,4.95,5.93,3.01,3.33,3.96,2.33,4.5,0.0,3.61,4.53,5.05,4.05,01,leaning-left
5.69,4.99,6.01,3.04,3.35,4.03,2.31,4.47,0.0,3.66,4.56,5.14,4.05,01,leaning-left
5.66,4.93,5.93,3.01,3.31,3.96,2.3,4.45,0.0,3.63,4.53,5.14,4.05,01,leaning-left
5.63,4.93,5.93,2.99,3.35,3.94,2.29,4.5,0.01,3.64,4.53,5.1,4.07,01,leaning-left
5.59,4.95,5.81,3.01,3.31,3.99,2.3,4.43,0.0,3.59,4.45,5.05,4.03,01,leaning-left
5.55,4.86,5.81,3.01,3.28,3.92,2.3,4.35,0.0,3.61,4.43,4.99,3.99,01,leaning-left
5.47,4.84,5.81,2.99,3.31,3.94,2.3,4.28,0.0,3.55,4.38,4.89,3.94,01,leaning-left
5.63,4.84,5.85,2.99,3.26,3.9,2.26,4.28,0.0,3.54,4.4,4.95,3.92,01,leaning-left
5.55,4.86,5.89,2.95,3.25,3.88,2.26,4.3,0.0,3.5,4.35,4.84,3.88,01,leaning-left
5.69,4.99,5.97,3.03,3.33,3.94,2.29,4.4,0.0,3.58,4.5,4.95,3.92,01,leaning-left
5.59,4.89,5.81,2.96,3.28,3.86,2.26,4.3,0.0,3.54,4.43,4.89,3.9,01,leaning-left
5.66,4.93,5.89,2.97,3.28,3.88,2.3,4.32,0.0,3.55,4.45,4.95,3.9,01,leaning-left
5.66,4.95,5.97,2.99,3.35,3.96,2.3,4.4,0.0,3.58,4.47,4.99,3.96,01,leaning-left
5.74,4.99,6.01,3.03,3.31,3.94,2.3,4.4,0.0,3.59,4.5,5.01,3.92,01,leaning-left
5.69,4.93,5.97,3.03,3.3,3.94,2.29,4.35,0.0,3.59,4.47,4.99,3.94,01,leaning-left
5.74,4.99,5.97,3.03,3.33,3.96,2.3,4.35,0.01,3.61,4.53,5.01,3.92,01,leaning-left
5.74,4.99,5.97,3.03,3.28,3.9,2.3,4.4,0.0,3.59,4.5,4.99,3.92,01,leaning-left
5.74,4.99,6.01,3.03,3.31,3.92,2.31,4.45,0.0,3.59,4.53,5.01,3.94,01,leaning-left
5.69,4.99,5.93,3.03,3.3,3.88,2.28,4.45,0.0,3.58,4.53,4.99,3.92,01,leaning-left
5.66,4.95,5.97,3.04,3.31,3.94,2.3,4.47,0.0,3.58,4.5,5.05,3.92,01,leaning-left
5.78,4.99,5.93,3.03,3.26,3.92,2.3,4.38,0.0,3.55,4.53,5.05,3.9,01,leaning-left
5.63,4.99,5.97,3.01,3.3,3.88,2.29,4.43,0.0,3.55,4.5,5.01,3.86,01,leaning-left
5.74,4.99,6.01,3.05,3.33,3.88,2.3,4.43,0.0,3.55,4.47,5.05,3.92,01,leaning-left
5.66,4.99,6.01,3.03,3.31,3.86,2.28,4.45,0.0,3.54,4.45,5.01,3.92,01,leaning-left
5.59,4.86,5.85,3.03,3.26,3.84,2.26,4.38,0.0,3.51,4.38,4.93,3.9,01,leaning-left
5.55,4.84,5.85,2.97,3.25,3.8,2.28,4.32,0.0,3.5,4.4,4.93,3.88,01,leaning-left
5.59,4.89,5.78,2.99,3.26,3.81,2.28,4.35,0.0,3.51,4.43,4.93,3.86,01,leaning-left
5.63,4.8,5.85,2.99,3.26,3.81,2.28,4.35,0.0,3.51,4.38,4.95,3.88,01,leaning-left
5.55,4.86,5.93,3.01,3.21,3.74,2.26,4.38,0.0,3.47,4.4,4.99,3.88,01,leaning-left
5.59,4.89,5.93,2.99,3.3,3.84,2.28,4.38,0.0,3.5,4.43,4.99,3.81,01,leaning-left
5.59,4.93,5.81,2.97,3.25,3.8,2.28,4.4,0.0,3.5,4.43,4.93,3.81,01,leaning-left
5.55,4.8,5.78,2.95,3.21,3.78,2.28,4.35,0.01,3.5,4.35,4.84,3.84,01,leaning-left
5.47,4.84,5.85,2.96,3.25,3.78,2.25,4.38,0.0,3.47,4.43,4.89,3.86,01,leaning-left
5.55,4.86,5.81,2.96,3.25,3.8,2.26,4.4,0.0,3.54,4.38,4.89,3.84,01,leaning-left
5.47,4.86,5.74,2.94,3.26,3.8,2.25,4.4,0.0,3.54,4.43,4.89,3.88,01,leaning-left
5.59,4.89,5.85,2.96,3.26,3.84,2.26,4.38,0.0,3.54,4.43,4.86,3.84,01,leaning-left
5.63,4.89,5.89,2.99,3.28,3.81,2.28,4.47,0.0,3.54,4.47,4.89,3.9,01,leaning-left
5.66,4.93,5.89,2.96,3.25,3.8,2.26,4.47,0.01,3.51,4.47,4.86,3.88,01,leaning-left
5.59,4.89,5.81,2.97,3.24,3.8,2.26,4.4,0.0,3.5,4.4,4.86,3.86,01,leaning-left
5.66,4.89,5.81,2.97,3.25,3.86,2.26,4.47,0.0,3.51,4.43,4.93,3.92,01,leaning-left
5.66,4.89,5.89,2.99,3.28,3.84,2.26,4.47,0.0,3.54,4.4,4.84,3.9,01,leaning-left
5.55,4.84,5.78,2.95,3.2,3.74,2.2,4.35,0.0,3.47,4.38,4.78,3.84,01,leaning-left
5.63,4.86,5.89,2.97,3.21,3.78,2.22,4.43,0.0,3.51,4.4,4.78,3.84,01,leaning-left
5.74,4.95,5.85,2.97,3.21,3.74,2.21,4.47,0.0,3.51,4.45,4.8,3.88,01,leaning-left
